"","title","movieInfo","point","review"
"24","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"25","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"26","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"27","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"28","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"29","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"30","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"31","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"32","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"33","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"34","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"35","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"36","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"37","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"38","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"39","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"40","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"41","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"42","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"43","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"44","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"45","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"46","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"47","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"48","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"49","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"50","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"51","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"52","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"53","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"54","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"55","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"56","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"57","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"58","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"59","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"60","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"61","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"62","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"63","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"64","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"65","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"66","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"67","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"68","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"69","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"70","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"71","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"72","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"73","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"74","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"75","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"76","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"77","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"78","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"79","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"80","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"81","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"82","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"83","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"84","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"85","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"86","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"87","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"88","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"89","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"90","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"91","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"92","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"93","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"94","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"95","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"96","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"97","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"98","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"99","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"100","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"101","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"102","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"103","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"104","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"105","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"106","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"107","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"108","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"109","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"110","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"111","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"112","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"113","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"114","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"115","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"116","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"117","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"118","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"119","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"120","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"121","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"122","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"123","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"124","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
"125","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189457&target=after","8","스토리가 현실적이라서 좋았어요. 뜬금없이 인스타그램 스타가 된다는게 좀 작의적이긴 했지만 좋은 결말이었음 "
"126","쓰리 빌보드","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=158610&target=after","9","good good good "
"127","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","귯호라 재밌어요 꼭 보세요 "
"128","새해전야","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=190382&target=after","9","코로나로 사라진 일상과 여행을 간접적으로 경험하는것 같아서 재밌었어요 ㅎㅎ 배우들 연기가 조금 미흡해서 중간에 집중이 안되긴 했는데 전체적으로 재밌게 볼수 있어서 시간가는줄 모르고 봤습니다~ "
"129","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196051&target=after","10","극장판만의 매력이 넘치는 작품인듯 합니다. 두번째 관람인데 볼때마다 새롭고 흥미진진 했습니다. "
"130","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","간만에 재미있는 한국영화 봤네요 코믹과 액션이 잘 조합 됐네요 시간 가는줄 모르고 봤네요 "
"131","변산","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=164151&target=after","10","조은 영화군요~감사드립니다. "
"132","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","제주도 놀러와서 봤는데 제주도에서 한거중에 제일 재밋다. "
"133","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=189124&target=after","10","킬링타임용 영화로 딱 제격인 듯 합니다!액션신도 되게 멋있고 연기력도 훌륭하이넘나리 재밌게 봤습니다~~~! "
"134","더블패티","https://movie.naver.com/movie/point/af/list.nhn??st=mcode&sword=196361&target=after","10","생각을 많이 하게 해주는 영화였어요. 나오시는 배우분들도 다들 너무 연기를 잘하시더라구요! "
