"가계지출항목별(1)",가계지출항목별(2),2017,2018
"가계지출항목별(1)",가계지출항목별(2),전체가구,전체가구
"10.교육 (원)",소계,188343,173372
"10.교육 (원)",정규교육 (원),72022,61650
"10.교육 (원)",　초등교육 (원),6428,6394
"10.교육 (원)",　중등교육 (원),9485,7909
"10.교육 (원)",　고등교육 (원),56109,47347
"10.교육 (원)",학원및보습교육 (원),108725,104437
"10.교육 (원)",　학생학원교육 (원),101593,98244
"10.교육 (원)",　성인학원교육 (원),7133,6193
"10.교육 (원)",기타교육 (원),7595,7285
